y_true,y_pred
2.1666666666666665,8.25715905007977
2.9696969696969693,5.708078146361382
6.75,5.010977895655446
9.0625,3.3733855977085465
8.791666666666666,6.111708576291376
2.3833333333333333,5.362954413230947
4.466666666666667,5.819828090375038
4.929166666666667,6.151381238955962
8.74444,5.584410340075574
1.1833333333333333,6.131653720439737
3.7166666666666663,2.522193716836166
4.26666,3.568415462926612
7.3375,6.775351102992614
4.5666633333333335,6.339677259300529
4.037878787878788,5.830671022102058
8.838381818181817,3.993588915405539
7.020833333333334,4.756392526926822
0.9242424242424243,5.491372110653581
5.333333333333334,7.710795982868131
1.75,4.324541374538911
9.210851515151516,8.779688526020225
1.0151515151515154,3.0805815808563097
8.15530303030303,12.070947385848974
8.1875,6.944624848219565
6.966666666666666,6.087909029056589
7.5875,9.629025469456057
8.716666666666665,6.264443467501321
7.8375,4.8792520451545975
2.378787878787879,5.407113120885018
6.606060606060606,3.163990788902069
1.0,2.274860840896121
3.183333333333333,2.1943002054761034
4.475,1.6790026303661092
7.575751515151516,0.8462628169186015
8.363624242424242,5.690389157080386
8.916666666666666,6.103345537325886
6.511363636363637,-2.348659256450988
5.7,3.2661078354326345
9.45508,8.463935691939081
4.636363636363637,3.19278756000838
9.227272727272727,9.663092528080277
1.6666666666666665,6.409913041520536
3.6212121212121215,7.133891324404058
1.3333333333333333,0.7214492864323372
2.5666666666666664,7.641944229233621
1.075,3.2503770583095024
5.633333333333333,4.74637889148952
8.883333333333333,5.4564492950533054
7.1625,5.052545909327124
0.5416666666666666,5.845624408395276
4.181818181818182,3.5998962511853416
0.6481481481481481,1.8858484603307675
8.055555555555555,5.599085502575562
7.7666666666666675,7.884442038806371
5.25,6.933056280433799
5.6875,6.820691762148128
7.8208325,6.486358611373752
5.6875,4.757364985258793
3.1515151515151514,4.975509403953033
1.0606060606060608,1.5085625280636457
3.883333333333333,2.5347728199101405
2.35,5.115792694524063
4.766666666666667,1.6346224699880914
0.9393939393939393,10.260633054877593
2.2666666666666666,3.6853575840713138
3.475,9.28860155529378
9.140148484848485,6.8724496309120084
2.7666666666666666,6.914520800886108
2.8,7.155848329177118
2.4,5.858753723317545
2.2333333333333334,6.742243606912944
3.666666666666667,8.588257781830723
4.05,3.414340558907753
8.545454545454545,5.997458440966993
1.3333333333333333,4.436764956912059
9.077773333333333,4.720629882546779
8.970830000000001,8.262256715020197
3.9999933333333333,2.711544694035675
0.8636363636363636,2.408687251908481
8.1856,4.656069841064965
9.4,4.283757293298006
5.234848484848484,-0.9462592728198969
3.5,4.597435965539678
3.233333333333333,-0.032374090549627255
1.4,4.9119320321701005
