y_true,y_pred
10,1.8664306038059815
12,7.443504137915634
5,7.009391032202569
3,9.29270757100768
2,5.375744763624949
9,5.962403080699137
7,5.56414758481108
6,4.872172395160673
3,5.671497202017421
11,5.728877671988846
8,8.336272592843294
8,9.552265723572619
5,7.23769231445187
9,5.535233492130767
9,6.507257360430616
1,8.120387616513383
4,7.1416079791705
11,6.3188856584718565
8,3.779229742375067
11,8.70737097547325
1,2.8120752946324314
12,8.606228458871612
6,-2.6604734079496843
4,4.559430971586655
4,5.882436881154174
5,2.185668870592109
2,4.540239463873993
4,6.563953952689162
10,7.132240648239764
4,9.585198632381912
13,11.334459513779244
8,7.0433870542170265
8,12.37562376079677
4,12.536866255660414
4,6.916480981244504
1,6.1975981830251134
5,15.80670666950487
6,9.44738832062741
2,1.9554845706365795
8,10.28222069710419
2,3.1910221940419548
12,5.0641069991588035
10,6.24497871286901
11,9.997910279024595
8,3.483311675273491
15,9.82982035196776
5,7.534809033471834
2,6.761668108250303
6,7.450637754014882
10,6.90838833827401
7,7.390482941347667
13,12.499963847401732
2,6.670321126571755
3,3.0322393687081313
6,5.94885624318589
5,5.6892748315885475
2,5.622554544650678
7,8.107793504943672
9,8.308297491223072
13,11.849152297944311
11,10.521456892797062
9,6.455821423736483
5,10.542677705927309
13,0.991316566803599
11,9.317630308794193
11,1.467169934549477
1,4.740263706060032
9,5.412736821687243
9,3.271059006315755
13,4.52902162214586
9,4.200519539646823
11,2.514179067664059
9,8.577802962098962
4,7.643995131977443
10,7.888663844171698
2,6.985405043123708
3,3.838592953283986
10,7.535604239544181
13,10.877375377504164
5,7.962682501753937
1,8.015488816427961
7,14.446984210736453
6,9.211235496715531
8,8.847268285581237
10,6.783987636136519
