y_true,y_pred
10,4.304016637469566
12,7.774899367919898
5,5.931635526847512
3,8.278124067058078
2,4.033979437676932
9,7.320948776325154
7,7.439626315947115
6,6.2866507596467525
3,5.618879578933686
11,5.797187396292445
8,5.659852175008836
8,6.076472734729719
5,6.502789987026679
9,6.820944877100142
9,6.018367888157513
1,2.4957094373397646
4,8.275035792795785
11,6.61479177298888
8,4.948843865364577
11,6.543639781407925
1,5.988565164418598
12,7.553226312249197
6,4.974741674097196
4,4.980495821191346
4,7.6113736924620214
5,5.271320635241369
2,6.740212341374453
4,7.372574963810481
10,7.5259180394278875
4,6.6687753888882115
13,8.016773125270694
8,10.227262214344085
8,9.113210248206093
4,9.516786034595102
4,8.685638965406268
1,5.173506254611185
5,11.780377650219087
6,9.315241448742816
2,5.003430574361086
8,10.518925672142608
2,6.39441217480947
12,6.88464866294582
10,6.154833858754322
11,6.235061548333101
8,6.348028903862872
15,8.334607132329317
5,7.812955822070422
2,5.104401007638011
6,8.545845170522677
10,5.392361033465959
7,7.298479420294787
13,7.340976735057397
2,6.427294294848624
3,7.093223162911187
6,3.649202423358444
5,5.4240427184803846
2,6.675144707692305
7,6.714967481989503
9,7.75309289132848
13,8.681084224007241
11,8.011614498523315
9,7.236976379507218
5,8.445344421408475
13,6.403434117915702
11,6.830374510163417
11,5.789456259204773
1,4.974955863809833
9,5.995963855877782
9,4.385692968301119
13,8.511191342516279
9,6.169708047999833
11,6.171971592549881
9,7.620685044235273
4,6.641098738039944
10,4.695542930000885
2,6.026929992602996
3,4.6620178866104585
10,5.524049995218161
13,9.75009038734545
5,7.863306649856959
1,6.4798577337302055
7,9.192370971409733
6,6.591323269563814
8,7.575329334742012
10,6.430385160044486
