y_true,y_pred
2.1666666666666665,7.406220872056934
2.9696969696969693,5.541412033984808
6.75,4.434388656054271
9.0625,3.671954742807631
8.791666666666666,5.584611897290566
2.3833333333333333,5.109698216215685
4.466666666666667,5.629296207384614
4.929166666666667,6.437546904299175
8.74444,6.222231014793584
1.1833333333333333,6.667867008063015
3.7166666666666663,4.61401418116435
4.26666,6.1171340459040175
7.3375,5.970001367855338
4.5666633333333335,6.711112289412534
4.037878787878788,6.920647087028122
8.838381818181817,4.921276948823923
7.020833333333334,4.994950072378036
0.9242424242424243,5.733752591425014
5.333333333333334,7.143742148240751
1.75,6.133587645229952
9.210851515151516,7.942013407901912
1.0151515151515154,3.8430596874398097
8.15530303030303,6.587095561024133
8.1875,5.681423913188417
6.966666666666666,6.321061697449923
7.5875,8.295594172261401
8.716666666666665,4.8682567828555925
7.8375,4.6517079783615864
2.378787878787879,5.13844546801466
6.606060606060606,4.145723060360246
1.0,3.512896119587151
3.183333333333333,2.1273361785328735
4.475,2.721177494781124
7.575751515151516,2.4089334104695412
8.363624242424242,5.8231852222617855
8.916666666666666,6.476685371475785
6.511363636363637,1.8340146290776635
5.7,3.6389680172552943
9.45508,8.176895652667831
4.636363636363637,4.086800034262593
9.227272727272727,6.670650755025149
1.6666666666666665,6.130036628664588
3.6212121212121215,5.747745591207416
1.3333333333333333,2.594383539459689
2.5666666666666664,6.051294489221964
1.075,3.7328688305608475
5.633333333333333,3.2950412742820427
8.883333333333333,5.393883064826263
7.1625,5.4094494508823034
0.5416666666666666,3.7915613286070586
4.181818181818182,3.321525636302594
0.6481481481481481,3.4515833537113116
8.055555555555555,4.097825212478152
7.7666666666666675,5.988992664286011
5.25,6.076676061735028
5.6875,6.380332774869108
7.8208325,5.797201086782164
5.6875,4.360078180425879
3.1515151515151514,4.7799126732340795
1.0606060606060608,3.4793571963536785
3.883333333333333,3.3501598287131436
2.35,4.562110196389919
4.766666666666667,3.01232291156097
0.9393939393939393,7.3528003159616775
2.2666666666666666,4.628984637268748
3.475,8.065042929116673
9.140148484848485,7.150070583977334
2.7666666666666666,6.492301974680359
2.8,7.261721554309623
2.4,3.516120087949724
2.2333333333333334,6.464427185466546
3.666666666666667,5.25535641150783
4.05,4.389074436584473
8.545454545454545,5.631261931617617
1.3333333333333333,4.12932726751554
9.077773333333333,5.105523776777602
8.970830000000001,7.853116650184191
3.9999933333333333,5.612840410268771
0.8636363636363636,4.3386810132108184
8.1856,3.954695935476321
9.4,5.5226752134679105
5.234848484848484,1.737328632262356
3.5,5.157540004541511
3.233333333333333,3.1010166948488544
1.4,5.860561275062598
